,full_name,short_name,full_question
362,survey_grp.Section_Livestock.livestock_other_specify.livestock_other2,livestock_other2,Specify.other.livestock..2.
363,survey_grp.Section_Livestock.livestock_other_specify.livestock_other3,livestock_other3,Specify.other.livestock..3.
364,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_oxen_bulls,livestock_heads_oxen_bulls,How.many.head.of.oxen.or.bulls.does.your.household.own.
365,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_cows,livestock_heads_cows,How.many.head.of.cows.does.your.household.own.
366,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_sheep,livestock_heads_sheep,How.many.head.of.sheep.does.your.household.own.
367,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_goats,livestock_heads_goats,How.many.head.of.goats.does.your.household.own.
368,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_chicken,livestock_heads_chicken,How.many.head.of.chicken.does.your.household.own.
369,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_otherpoultry,livestock_heads_otherpoultry,How.many.head.of...livestock_otherpoultry..does.your.household.own.
370,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_horses,livestock_heads_horses,How.many.head.of.horses.does.your.household.own.
371,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_donkeys,livestock_heads_donkeys,How.many.head.of.donkeys..or.mules..does.your.household.own.
372,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_pigs,livestock_heads_pigs,How.many.head.of.pigs.does.your.household.own.
373,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_fish,livestock_heads_fish,How.many.fish.does.your.household.own.
374,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_beehives,livestock_heads_beehives,How.many.bee.hives.does.your.household.own.
375,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_other_lstk,livestock_heads_other_lstk,How.many.head.of...livestock_other1..does.your.household.own.
376,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_other2_lstk,livestock_heads_other2_lstk,How.many.head.of...livestock_other2..does.your.household.own.
377,survey_grp.Section_Livestock.livestock_heads_g1.livestock_heads_other3_lstk,livestock_heads_other3_lstk,How.many.head.of...livestock_other3..does.your.household.own.
378,survey_grp.Section_Livestock.livestock,livestock,What.are.the.MOST.IMPORTANT.livestock.your.household.owns.
379,survey_grp.Section_Livestock.livestock_count,livestock_count,livestock_count
380,survey_grp.Section_Livestock.livestock_repeat_count,livestock_repeat_count,livestock_repeat_count
381,survey_grp.Section_Livestock.livestock_repeat.1..livestock_rep_number,livestock_rep_number_1,livestock_rep_number
382,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_name,livestock_name_1,I.m.going.to.ask.you.about.each.of.your.most.important.livestock.in.turn..Define.livestock.number...livestock_rep_number..
383,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_label,livestock_label_1,livestock_label
384,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.animal_feed_grp.animal_feeds,animal_feeds_1,What.do.you.feed.the...livestock_label..
385,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.animal_feed_grp.animal_feeds_other,animal_feeds_other_1,Other.animal.feed.
386,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.animal_feed_grp.animal_graze_shortage,animal_graze_shortage_1,Are.there.any.times.of.the.year.when.grazing.is.insufficient.for.the...livestock_label..
387,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.animal_feed_grp.animal_graze_shortage_months,animal_graze_shortage_months_1,Which.months.is.the.grazing.insufficient.for.the...livestock_label..
388,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.animal_feed_grp.animal_feeds_purchase,animal_feeds_purchase_1,Did.you.buy.any.feeds.for.the...livestock_label..in.the.last.12.month.
389,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.animal_feed_grp.animal_feeds_purchased,animal_feeds_purchased_1,Which.of.those.feeds.did.you.purchase.in.the.last.12.months.
390,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.live_animals.animals_draught,animals_draught_1,How.many...livestock_label..does.your.household.use.for.draught.power.
391,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.live_animals.livestock_breeds,livestock_breeds_1,Are.they.local.breeds.
392,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.live_animals.beehive_count,beehive_count_1,How.many.bee.hives.does.your.household.have.at.the.moment.
393,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.live_animals.animal_stabled_day,animal_stabled_day_1,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.day.
394,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.live_animals.animal_stabled_night,animal_stabled_night_1,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.night.
395,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_manure,livestock_manure_1,What.does.your.household.do.with.the.manure.from.the...livestock_label..s.stables.or.pens.
396,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_buysell_group.livestock_births_2yr,livestock_births_2yr_1,How.many...livestock_label..were.born..live..in.the.last.2.years.
397,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_buysell_group.livestock_bought_2yr,livestock_bought_2yr_1,How.many...livestock_label..did.you.buy..or.receive..in.the.last.2.years.
398,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_buysell_group.livestock_births_1yr,livestock_births_1yr_1,How.many...livestock_label..were.born..live..in.the.last.12.months.
399,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_buysell_group.livestock_bought_1yr,livestock_bought_1yr_1,How.many...livestock_label..did.you.buy..or.receive..in.the.last.12.months.
400,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_buysell_group.livestock_sold,livestock_sold_1,How.many.live...livestock_label..have.you.sold.in.the.last.12.months.
401,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_sale_income_group.livestock_sale_income,livestock_sale_income_1,How.much.money.did.you.make.from.selling.live...livestock_label..in.the.last.12.months.
402,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_live_who.livestock_care,livestock_care_1,Who.in.the.household.is.mainly.responsible.for.taking.care.of.the...livestock_label..
403,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_live_who.livestock_ownership,livestock_ownership_1,Who.in.the.household.owns.the...livestock_label..
404,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_live_who.livestock_sale_where,livestock_sale_where_1,Where..or.to.who..are.the...livestock_label..usually.sold.
405,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_live_who.livestock_who_sells,livestock_who_sells_1,Who.usually.decides.what.do.to.with.the.income.from.selling.the.live...livestock_label..
406,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_mortality.livestock_died_2yr,livestock_died_2yr_1,Did.any.of.the...livestock_label..die.during.the.last.2.years..How.many.
407,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_mortality.livestock_died_1yr,livestock_died_1yr_1,Did.any.of.the...livestock_label..die.during.the.last.12.months..How.many.
408,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_basics.killed_for_meat_1yr,killed_for_meat_1yr_1,How.many...livestock_label..have.you.slaughtered.for.meat.in.the.last.12.months.
409,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.livestock_meat_amount.meat_use,meat_use_1,What.did.you.do.with.the.meat..Eat.it..sell.it.
410,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_consumed_amount,meat_consumed_amount_1,About.how.much.did.you.eat.
411,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_sell_amount,meat_sell_amount_1,About.how.much.did.you.sell.
412,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_trade_amount,meat_trade_amount_1,About.how.much.did.you.exchange.
413,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_give_amount,meat_give_amount_1,About.how.much.did.you.give.away.
414,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.meat_sold_income,meat_sold_income_1,How.much.money.did.you.make.from.selling.the...livestock_label..meat.in.the.last.12.months.
415,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_sale_where,livestock_meat_sale_where_1,Where..or.to.who..are.the...livestock_label..meat.usually.sold.
416,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_sells,livestock_meat_who_sells_1,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..meat.
417,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_control_eating,livestock_meat_who_control_eating_1,Who.usually.decides.when.to.slaughter.and.the.eat...livestock_label..
418,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_basics.milk_harvest,milk_harvest_1,Does.your.household.collect.milk.from.the...livestock_label..
419,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_others.milk_number_animals_milked,milk_number_animals_milked_1,How.many...livestock_label..did.you.milk.per.day.
420,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_good_season,milk_amount_good_season_1,About.how.much.milk.do.the...livestock_label..produce..when.they.are.milking.well.
421,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_basic_info.milk_units,milk_units_1,Unit.
422,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_bad_season,milk_amount_bad_season_1,About.how.much.milk.do.the...livestock_label..produce..when.they.are.not.milking.well.
423,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_amount_units_other,milk_amount_units_other_1,Define.milk.production..other..units.
424,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_use_basic.milk_use,milk_use_1,What.does.your.household.do.with.the...livestock_label..milk..Drink.it.at.home..sell.it..make.dairy.products.
425,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_use_proportions.milk_consumed_amount,milk_consumed_amount_1,About.how.much.of.the...livestock_label..milk.does.the.household.consume.
426,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_use_proportions.milk_dairy_amount,milk_dairy_amount_1,About.how.much...livestock_label..milk.does.your.household.use.for.dairy.products.
427,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_use_proportions.milk_sell_amount,milk_sell_amount_1,About.how.much...livestock_label..milk.does.your.household.sell.
428,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_use_proportions.milk_trade_amount,milk_trade_amount_1,About.how.much...livestock_label..milk.did.your.household.exchange.
429,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_use_proportions.milk_give_amount,milk_give_amount_1,About.how.much...livestock_label..milk.did.your.household.give.away.
430,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_sales_income.milk_sold_income,milk_sold_income_1,How.much.money.does.your.household.make.from.selling.the...livestock_label..milk.
431,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_sales_income.milk_sold_price_timeunits,milk_sold_price_timeunits_1,per.
432,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_amount_time_units_other,milk_amount_time_units_other_1,Specify..other..time.units.
433,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_who_group.milk_sale_where,milk_sale_where_1,Where..or.to.who..is.the...livestock_label..milk.usually.sold.
434,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_who_group.milk_who_sells,milk_who_sells_1,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..milk.
435,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.milk_details.milk_who_group.milk_who_control_eating,milk_who_control_eating_1,Who.usually.decides.when.to.drink.the...livestock_label..milk.
436,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_intro_group.eggs_harvest,eggs_harvest_1,Does.your.household.collect.eggs.from.the...livestock_label..
437,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_basic_info.eggs_amount_average,eggs_amount_average_1,How.many.eggs.do.the...livestock_label..usually.produce.
438,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_basic_info.eggs_units,eggs_units_1,Unit..1
439,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_amount_units_other,eggs_amount_units_other_1,Specify..other..eggs.production.units.
440,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_use_basic_group.eggs_use,eggs_use_1,What.does.your.household.do.with.the...livestock_label..eggs..Do.you.consume.them..use.them.in.the.home..sell.them.
441,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_consumed_amount,eggs_consumed_amount_1,About.how.many.eggs.does.your.household.keep.for.eating..or.home.use..
442,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_hatch_amount,eggs_hatch_amount_1,About.how.many.eggs.does.your.household.use.for.hatching.
443,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_sell_amount,eggs_sell_amount_1,About.how.many.eggs.does.your.household.sell.
444,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_trade_amount,eggs_trade_amount_1,About.how.many.eggs.did.your.household.exchange.
445,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_give_amount,eggs_give_amount_1,About.how.many.eggs.did.your.household.give.away.
446,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.egg_sales_income.eggs_sold_income,eggs_sold_income_1,How.much.money.does.your.household.make.from.selling.the...livestock_label..eggs.
447,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.egg_sales_income.eggs_sold_price_timeunits,eggs_sold_price_timeunits_1,per..1
448,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_sold_price_timeunits_other,eggs_sold_price_timeunits_other_1,Specify..other..time.units..1
449,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_sale_where,eggs_sale_where_1,Where..or.to.who..eggs.the...livestock_label..eggs.usually.sold.
450,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_who_sells,eggs_who_sells_1,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..eggs.
451,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_who_control_eating,eggs_who_control_eating_1,Who.usually.decides.when.to.eat.the...livestock_label..eggs.
452,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.honey_production.bees_honey_production,bees_honey_production_1,How.much.honey.did.you.collect.in.in.the.last.12.months.
453,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.honey_production.bees_honey_production_units,bees_honey_production_units_1,Unit..2
454,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.honey_production.bees_honey_use,bees_honey_use_1,What.did.you.do.with.the.honey..Eat.it..sell.it.
455,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_honey_production_units_other,bees_honey_production_units_other_1,Specify..other..honey.units.
456,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_consumed_amount,bees_honey_consumed_amount_1,About.how.honey.much.was.consumed.
457,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_sell_amount,bees_honey_sell_amount_1,About.how.honey.much.was.sold.
458,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_trade_amount,bees_honey_trade_amount_1,About.how.honey.much.was.exchanged.
459,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_give_amount,bees_honey_give_amount_1,About.how.honey.much.was.given.away.
460,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.honey_income_group.bees_honey_sold_income,bees_honey_sold_income_1,How.much.money.was.made.from.selling.the.honey.
461,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_who_group.bees_sale_where,bees_sale_where_1,Where..or.to.who..is.the.honey.usually.sold.
462,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_who_group.bees_who_sells,bees_who_sells_1,Who.usually.decides.what.do.to.with.the.income.from.selling.the.honey.
463,survey_grp.Section_Livestock.livestock_repeat.1..lstk_rep_grp.bee_group.bees_who_group.bees_who_control_eating,bees_who_control_eating_1,Who.usually.decides.when.to.eat.the.honey.
464,survey_grp.Section_Livestock.livestock_repeat.2..livestock_rep_number,livestock_rep_number_2,livestock_rep_number.1
465,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_name,livestock_name_2,I.m.going.to.ask.you.about.each.of.your.most.important.livestock.in.turn..Define.livestock.number...livestock_rep_number...1
466,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_label,livestock_label_2,livestock_label.1
467,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.animal_feed_grp.animal_feeds,animal_feeds_2,What.do.you.feed.the...livestock_label...1
468,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.animal_feed_grp.animal_feeds_other,animal_feeds_other_2,Other.animal.feed..1
469,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.animal_feed_grp.animal_graze_shortage,animal_graze_shortage_2,Are.there.any.times.of.the.year.when.grazing.is.insufficient.for.the...livestock_label...1
470,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.animal_feed_grp.animal_graze_shortage_months,animal_graze_shortage_months_2,Which.months.is.the.grazing.insufficient.for.the...livestock_label...1
471,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.animal_feed_grp.animal_feeds_purchase,animal_feeds_purchase_2,Did.you.buy.any.feeds.for.the...livestock_label..in.the.last.12.month..1
472,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.animal_feed_grp.animal_feeds_purchased,animal_feeds_purchased_2,Which.of.those.feeds.did.you.purchase.in.the.last.12.months..1
473,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.live_animals.animals_draught,animals_draught_2,How.many...livestock_label..does.your.household.use.for.draught.power..1
474,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.live_animals.livestock_breeds,livestock_breeds_2,Are.they.local.breeds..1
475,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.live_animals.beehive_count,beehive_count_2,How.many.bee.hives.does.your.household.have.at.the.moment..1
476,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.live_animals.animal_stabled_day,animal_stabled_day_2,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.day..1
477,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.live_animals.animal_stabled_night,animal_stabled_night_2,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.night..1
478,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_manure,livestock_manure_2,What.does.your.household.do.with.the.manure.from.the...livestock_label..s.stables.or.pens..1
479,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_buysell_group.livestock_births_2yr,livestock_births_2yr_2,How.many...livestock_label..were.born..live..in.the.last.2.years..1
480,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_buysell_group.livestock_bought_2yr,livestock_bought_2yr_2,How.many...livestock_label..did.you.buy..or.receive..in.the.last.2.years..1
481,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_buysell_group.livestock_births_1yr,livestock_births_1yr_2,How.many...livestock_label..were.born..live..in.the.last.12.months..1
482,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_buysell_group.livestock_bought_1yr,livestock_bought_1yr_2,How.many...livestock_label..did.you.buy..or.receive..in.the.last.12.months..1
483,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_buysell_group.livestock_sold,livestock_sold_2,How.many.live...livestock_label..have.you.sold.in.the.last.12.months..1
484,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_sale_income_group.livestock_sale_income,livestock_sale_income_2,How.much.money.did.you.make.from.selling.live...livestock_label..in.the.last.12.months..1
485,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_live_who.livestock_care,livestock_care_2,Who.in.the.household.is.mainly.responsible.for.taking.care.of.the...livestock_label...1
486,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_live_who.livestock_ownership,livestock_ownership_2,Who.in.the.household.owns.the...livestock_label...1
487,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_live_who.livestock_sale_where,livestock_sale_where_2,Where..or.to.who..are.the...livestock_label..usually.sold..1
488,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_live_who.livestock_who_sells,livestock_who_sells_2,Who.usually.decides.what.do.to.with.the.income.from.selling.the.live...livestock_label...1
489,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_mortality.livestock_died_2yr,livestock_died_2yr_2,Did.any.of.the...livestock_label..die.during.the.last.2.years..How.many..1
490,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_mortality.livestock_died_1yr,livestock_died_1yr_2,Did.any.of.the...livestock_label..die.during.the.last.12.months..How.many..1
491,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_basics.killed_for_meat_1yr,killed_for_meat_1yr_2,How.many...livestock_label..have.you.slaughtered.for.meat.in.the.last.12.months..1
492,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.livestock_meat_amount.meat_use,meat_use_2,What.did.you.do.with.the.meat..Eat.it..sell.it..1
493,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_consumed_amount,meat_consumed_amount_2,About.how.much.did.you.eat..1
494,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_sell_amount,meat_sell_amount_2,About.how.much.did.you.sell..1
495,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_trade_amount,meat_trade_amount_2,About.how.much.did.you.exchange..1
496,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_give_amount,meat_give_amount_2,About.how.much.did.you.give.away..1
497,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.meat_sold_income,meat_sold_income_2,How.much.money.did.you.make.from.selling.the...livestock_label..meat.in.the.last.12.months..1
498,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_sale_where,livestock_meat_sale_where_2,Where..or.to.who..are.the...livestock_label..meat.usually.sold..1
499,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_sells,livestock_meat_who_sells_2,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..meat..1
500,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_control_eating,livestock_meat_who_control_eating_2,Who.usually.decides.when.to.slaughter.and.the.eat...livestock_label...1
501,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_basics.milk_harvest,milk_harvest_2,Does.your.household.collect.milk.from.the...livestock_label...1
502,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_others.milk_number_animals_milked,milk_number_animals_milked_2,How.many...livestock_label..did.you.milk.per.day..1
503,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_good_season,milk_amount_good_season_2,About.how.much.milk.do.the...livestock_label..produce..when.they.are.milking.well..1
504,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_basic_info.milk_units,milk_units_2,Unit..3
505,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_bad_season,milk_amount_bad_season_2,About.how.much.milk.do.the...livestock_label..produce..when.they.are.not.milking.well..1
506,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_amount_units_other,milk_amount_units_other_2,Define.milk.production..other..units..1
507,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_use_basic.milk_use,milk_use_2,What.does.your.household.do.with.the...livestock_label..milk..Drink.it.at.home..sell.it..make.dairy.products..1
508,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_use_proportions.milk_consumed_amount,milk_consumed_amount_2,About.how.much.of.the...livestock_label..milk.does.the.household.consume..1
509,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_use_proportions.milk_dairy_amount,milk_dairy_amount_2,About.how.much...livestock_label..milk.does.your.household.use.for.dairy.products..1
510,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_use_proportions.milk_sell_amount,milk_sell_amount_2,About.how.much...livestock_label..milk.does.your.household.sell..1
511,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_use_proportions.milk_trade_amount,milk_trade_amount_2,About.how.much...livestock_label..milk.did.your.household.exchange..1
512,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_use_proportions.milk_give_amount,milk_give_amount_2,About.how.much...livestock_label..milk.did.your.household.give.away..1
513,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_sales_income.milk_sold_income,milk_sold_income_2,How.much.money.does.your.household.make.from.selling.the...livestock_label..milk..1
514,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_sales_income.milk_sold_price_timeunits,milk_sold_price_timeunits_2,per..2
515,survey_grp.Section_Livestock.livestock_repeat.2..lstk_rep_grp.milk_details.milk_amount_time_units_other,milk_amount_time_units_other_2,Specify..other..time.units..2
